"ameslist.SalePrice" "ameslist.YearBuilt" "ameslist.YearRemodAdd" "ameslist.BsmtFinSF1" "ameslist.BsmtUnfSF" "ameslist.BsmtFinSF2" "ameslist.TotalBsmtSF" "ameslist.X1stFlrSF" "ameslist.X2ndFlrSF" "ameslist.LowQualFinSF" "ameslist.GrLivArea" "ameslist.FullBath"
"1233" 101800 1962 1962 0 0 0 0 1224 0 0 1224 2
"1234" 142000 1959 1959 1000 188 0 1188 1188 0 0 1188 1
"1235" 130000 1911 1950 0 940 0 940 1024 940 0 1964 1
"1236" 138887 1914 1950 0 747 0 747 892 892 0 1784 1
"1237" 175500 2003 2003 0 764 0 764 764 862 0 1626 2
"1238" 195000 2004 2005 0 847 0 847 847 1101 0 1948 2
"1239" 142500 2005 2005 0 1141 0 1141 1141 0 0 1141 1
"1240" 265900 2006 2006 428 1048 0 1476 1484 0 0 1484 2
"1241" 224900 2003 2003 550 334 0 884 884 884 0 1768 2
"1242" 248328 2007 2007 0 1689 0 1689 1689 0 0 1689 2
"1243" 170000 1974 1974 885 0 168 1053 1173 0 0 1173 2
"1244" 465000 2006 2006 1386 690 0 2076 2076 0 0 2076 2
"1245" 230000 1929 1950 0 792 0 792 792 725 0 1517 1
"1246" 178000 1984 2003 0 585 0 585 1140 728 0 1868 3
"1247" 186500 2005 2006 0 756 0 756 756 797 0 1553 2
"1248" 169900 1976 1976 539 473 0 1012 1034 0 0 1034 1
"1249" 129500 1917 1950 319 416 0 735 1134 924 0 2058 1
"1250" 119000 1950 1950 534 246 96 876 988 0 0 988 1
"1251" 244000 1968 1968 1065 1045 0 2110 2110 0 0 2110 2
"1252" 171750 2003 2003 0 1405 0 1405 1405 0 0 1405 2
"1253" 130000 1968 1968 510 354 0 864 874 0 0 874 1
"1254" 294000 1974 2003 125 36 1031 1192 1516 651 0 2167 2
"1255" 165400 2003 2004 0 746 0 746 760 896 0 1656 2
"1256" 127500 1931 1950 425 459 0 884 959 408 0 1367 1
"1257" 301500 1994 1994 1314 672 0 1986 1987 0 0 1987 2
"1258" 99900 1922 1950 0 864 0 864 864 0 0 864 1
"1259" 190000 2005 2005 655 201 0 856 1166 0 0 1166 2
"1260" 151000 1969 1969 602 14 438 1054 1054 0 0 1054 1
"1261" 181000 1999 1999 0 841 0 841 892 783 0 1675 2
"1262" 128900 1956 1956 504 546 0 1050 1050 0 0 1050 1
"1263" 161500 1957 1989 0 1104 0 1104 1104 684 0 1788 1
"1264" 180500 1919 1950 0 764 0 764 1060 764 0 1824 1
"1265" 181000 1998 1999 266 1139 0 1405 1337 0 0 1337 2
"1266" 183900 1999 1999 450 241 0 691 713 739 0 1452 2
"1267" 122000 1910 1950 0 925 0 925 964 925 0 1889 1
"1268" 378500 2008 2009 0 2002 0 2002 2018 0 0 2018 2
"1269" 381000 1935 1997 192 536 0 728 1968 1479 0 3447 3
"1270" 144000 1958 1958 460 414 0 874 874 650 0 1524 1
"1271" 260000 1979 1979 1258 74 0 1332 1332 192 0 1524 0
"1272" 185750 1968 1968 0 1489 0 1489 1489 0 0 1489 2
"1273" 137000 1965 1965 560 0 375 935 935 0 0 935 1
"1274" 177000 1959 2006 719 300 0 1019 1357 0 0 1357 1
"1275" 139000 1910 2003 0 661 0 661 661 589 0 1250 2
"1276" 137000 1948 1950 220 708 0 928 928 992 0 1920 2
"1277" 162000 1972 1972 593 130 0 723 735 660 0 1395 1
"1278" 197900 1967 1976 528 1152 0 1680 1724 0 0 1724 1
"1279" 237000 2002 2002 804 324 0 1128 1128 903 0 2031 2
"1280" 68400 1920 1950 0 698 0 698 698 430 0 1128 1
"1281" 227000 2002 2002 788 785 0 1573 1573 0 0 1573 2
"1282" 180000 1990 1990 1053 256 0 1309 1339 0 0 1339 2
"1283" 150500 1977 2008 532 364 144 1040 1040 0 0 1040 2
"1284" 139000 1971 1971 0 912 0 912 912 912 0 1824 2
"1285" 169000 1919 1990 0 804 0 804 1699 748 0 2447 2
"1286" 132500 1939 1950 0 780 0 780 825 587 0 1412 1
"1287" 143000 1963 1963 569 678 81 1328 1328 0 0 1328 1
"1288" 190000 1964 1964 812 812 0 1624 1582 0 0 1582 2
"1289" 278000 2000 2000 1158 343 0 1501 1659 0 0 1659 2
"1290" 281000 2006 2006 0 1085 0 1085 1120 850 0 1970 2
"1291" 180500 1964 1964 1014 138 0 1152 1152 0 0 1152 1
"1292" 119500 1972 1972 231 399 0 630 630 672 0 1302 2
"1293" 107500 1892 1965 0 994 0 994 1378 994 0 2372 2
"1294" 162900 1976 1976 194 638 0 832 832 832 0 1664 2
"1295" 115000 1955 1990 167 697 0 864 864 0 0 864 1
"1296" 138500 1968 1968 1016 36 0 1052 1052 0 0 1052 1
"1297" 155000 1963 1963 776 344 0 1120 1128 0 0 1128 2
"1298" 140000 2005 2006 547 0 0 547 1072 0 0 1072 2
"1299" 160000 2008 2008 5644 466 0 6110 4692 950 0 5642 2
"1300" 154000 1959 1994 340 0 906 1246 1246 0 0 1246 1
"1301" 225000 1999 1999 694 284 0 978 1005 978 0 1983 2
"1302" 177500 1942 1950 547 224 0 771 753 741 0 1494 1
"1303" 290000 1994 1994 740 425 0 1165 1203 1323 0 2526 2
"1304" 232000 2005 2005 0 1616 0 1616 1616 0 0 1616 2
"1305" 130000 2004 2004 0 976 0 976 976 732 0 1708 2
"1306" 325000 2006 2007 1572 80 0 1652 1652 0 0 1652 2
"1307" 202500 2005 2006 0 1368 0 1368 1368 0 0 1368 2
"1308" 138000 1994 1995 746 244 0 990 990 0 0 990 1
"1309" 147000 1948 2005 144 172 608 924 1122 0 0 1122 1
"1310" 179200 1991 1991 1200 78 0 1278 1294 0 0 1294 2
"1311" 335000 1959 2002 1406 496 0 1902 1902 0 0 1902 2
"1312" 203000 2005 2007 925 349 0 1274 1274 0 0 1274 2
"1313" 302000 1990 1990 482 971 0 1453 1453 1357 0 2810 2
"1314" 333168 1999 1999 0 1393 0 1393 1422 1177 0 2599 2
"1315" 119000 1954 1954 732 216 0 948 948 0 0 948 1
"1316" 206900 1969 1969 500 176 276 952 1092 1020 0 2112 2
"1317" 295493 2008 2008 0 1622 0 1622 1630 0 0 1630 2
"1318" 208900 2006 2007 0 1352 0 1352 1352 0 0 1352 2
"1319" 275000 2001 2002 0 1753 0 1753 1787 0 0 1787 2
"1320" 111000 1954 1954 492 372 0 864 948 0 0 948 1
"1321" 156500 1957 1957 189 628 661 1478 1478 0 0 1478 1
"1322" 72500 1949 1950 0 0 0 0 720 0 0 720 1
"1323" 190000 1992 1992 674 76 0 750 1061 862 0 1923 2
"1324" 82500 1940 1950 280 140 0 420 708 0 0 708 1
"1325" 147000 2006 2007 0 1795 0 1795 1795 0 0 1795 2
"1326" 55000 1922 1950 0 796 0 796 796 0 0 796 1
"1327" 79000 1931 2006 544 0 0 544 774 0 0 774 1
"1328" 130500 1982 2008 641 175 0 816 816 0 0 816 1
"1329" 256000 1920 1950 493 1017 0 1510 1584 1208 0 2792 2
"1330" 176500 1998 1998 0 935 0 935 955 677 0 1632 2
"1331" 227000 2006 2006 0 1588 0 1588 1588 0 0 1588 2
"1332" 132500 1976 1976 483 428 0 911 954 0 0 954 1
"1333" 100000 1938 1958 690 126 0 816 816 0 0 816 1
"1334" 125500 1938 1995 0 803 0 803 803 557 0 1360 1
"1335" 125000 1970 1970 765 0 0 765 765 600 0 1365 1
"1336" 167900 1977 1977 686 664 0 1350 1334 0 0 1334 2
"1337" 135000 1973 1973 0 1656 0 1656 1656 0 0 1656 2
"1338" 52500 1941 1950 0 693 0 693 693 0 0 693 1
"1339" 200000 2002 2002 700 216 0 916 920 941 0 1861 2
"1340" 128500 1972 1972 360 504 0 864 864 0 0 864 1
"1341" 123000 1971 1971 0 858 0 858 872 0 0 872 1
"1342" 155000 2003 2004 814 300 0 1114 1114 0 0 1114 1
"1343" 228500 2002 2002 0 1284 0 1284 1284 885 0 2169 2
"1344" 177000 1928 1950 0 896 0 896 1172 741 0 1913 1
"1345" 155835 2006 2006 0 728 0 728 728 728 0 1456 2
"1346" 108500 1920 1950 250 710 0 960 960 0 0 960 1
"1347" 262500 1968 2003 297 1203 68 1568 2156 0 0 2156 2
"1348" 283463 2006 2007 80 1652 0 1732 1776 0 0 1776 2
"1349" 215000 1998 1998 1443 39 0 1482 1494 0 0 1494 2
"1350" 122000 1872 1987 259 425 0 684 938 1215 205 2358 2
"1351" 200000 1969 1969 500 748 0 1248 1338 1296 0 2634 2
"1352" 171000 1962 1962 319 539 0 858 858 858 0 1716 1
"1353" 134900 1937 2000 0 698 0 698 786 390 0 1176 1
"1354" 410000 1995 1996 816 1217 0 2033 2053 1185 0 3238 2
"1355" 235000 2000 2000 735 257 0 992 992 873 0 1865 2
"1356" 170000 1968 1992 0 570 0 570 1222 698 0 1920 3
"1357" 110000 1966 1966 340 524 0 864 892 0 0 892 1
"1358" 149900 1971 2008 734 344 0 1078 1078 0 0 1078 1
"1359" 177500 2000 2000 378 378 0 756 769 804 0 1573 2
"1360" 315000 2004 2005 1447 533 0 1980 1980 0 0 1980 2
"1361" 189000 1921 1998 0 612 0 612 990 1611 0 2601 3
"1362" 260000 2005 2005 1274 256 0 1530 1530 0 0 1530 2
"1363" 104900 1920 2007 0 715 0 715 1281 457 0 1738 2
"1364" 156932 2006 2007 0 616 0 616 616 796 0 1412 2
"1365" 144152 2005 2005 0 600 0 600 520 600 80 1200 2
"1366" 216000 2000 2000 533 281 0 814 814 860 0 1674 2
"1367" 193000 1999 1999 633 240 0 873 882 908 0 1790 2
"1368" 127000 1977 1977 548 36 173 757 925 550 0 1475 2
"1369" 144000 2003 2004 685 163 0 848 848 0 0 848 1
"1370" 232000 2003 2003 370 315 972 1657 1668 0 0 1668 2
"1371" 105000 1920 1950 315 420 105 840 840 534 0 1374 1
"1372" 165500 1955 1996 831 161 0 992 1661 0 0 1661 1
"1373" 274300 1998 1998 975 133 0 1108 1108 989 0 2097 2
"1374" 466500 2001 2002 1282 1351 0 2633 2633 0 0 2633 2
"1375" 250000 2005 2005 0 1026 0 1026 1026 932 0 1958 2
"1376" 239000 2007 2007 0 1571 0 1571 1571 0 0 1571 2
"1377" 91000 1930 1950 384 384 0 768 790 0 0 790 1
"1378" 117000 1941 1960 408 156 420 984 984 620 0 1604 2
"1379" 83000 1973 1973 309 174 0 483 483 504 0 987 1
"1380" 167500 2006 2007 0 384 0 384 754 640 0 1394 2
"1381" 58500 1914 1950 203 661 0 864 864 0 0 864 1
"1382" 237500 1970 1970 865 340 0 1205 2117 0 0 2117 2
"1383" 157000 1920 1950 0 596 0 596 998 764 0 1762 1
"1384" 112000 1918 2007 0 816 0 816 1416 0 0 1416 2
"1385" 105000 1939 1950 204 356 0 560 698 560 0 1258 1
"1386" 125500 1922 2007 735 61 0 796 796 358 0 1154 1
"1387" 250000 1978 1978 790 133 469 1392 1392 1392 0 2784 3
"1388" 136000 1916 1950 168 0 546 714 1664 862 0 2526 2
"1389" 377500 2006 2007 1320 426 0 1746 1746 0 0 1746 2
"1390" 131000 1941 1950 375 360 0 735 869 349 0 1218 1
"1391" 235000 2000 2000 1400 125 0 1525 1525 0 0 1525 2
"1392" 124000 1967 1967 0 1584 0 1584 1584 0 0 1584 2
"1393" 123000 1967 1967 769 95 0 864 900 0 0 900 1
"1394" 163000 1905 2000 0 482 0 482 1221 691 0 1912 2
"1395" 246578 2006 2006 1070 286 0 1356 1500 0 0 1500 2
"1396" 281213 2005 2006 0 1094 0 1094 1133 1349 0 2482 2
"1397" 160000 1948 1950 353 60 334 747 1687 0 0 1687 1
"1398" 137500 1920 2004 0 939 0 939 939 574 0 1513 1
"1399" 138000 1950 1982 180 676 352 1208 1136 768 0 1904 1
"1400" 137450 1925 1990 264 712 0 976 1160 448 0 1608 2
"1401" 120000 1929 1950 0 862 0 862 950 208 0 1158 1
"1402" 193000 2004 2004 759 80 0 839 864 729 0 1593 2
"1403" 193879 2006 2006 0 1286 0 1286 1294 0 0 1294 2
"1404" 282922 2007 2007 929 556 0 1485 1464 0 0 1464 2
"1405" 105000 1915 1950 0 672 0 672 694 520 0 1214 1
"1406" 275000 2004 2005 1373 221 0 1594 1646 0 0 1646 2
"1407" 133000 1972 2007 656 112 0 768 768 0 0 768 1
"1408" 112000 1985 1985 625 208 0 833 833 0 0 833 1
"1409" 125500 1910 1950 0 622 0 622 741 622 0 1363 1
"1410" 215000 1986 1991 0 791 0 791 1236 857 0 2093 2
"1411" 230000 2001 2001 666 278 0 944 944 896 0 1840 2
"1412" 140000 1950 2005 120 736 0 856 1112 556 0 1668 1
"1413" 90000 1949 1950 0 0 0 0 1040 0 0 1040 2
"1414" 257000 2005 2006 976 868 0 1844 1844 0 0 1844 2
"1415" 207000 1923 2000 0 833 0 833 1053 795 0 1848 1
"1416" 175900 2007 2007 988 398 0 1386 1569 0 0 1569 2
"1417" 122500 1885 1950 0 777 0 777 1246 1044 0 2290 2
"1418" 340000 1998 1998 781 503 0 1284 1310 1140 0 2450 2
"1419" 124000 1963 1963 25 247 872 1144 1144 0 0 1144 1
"1420" 223000 1969 1969 1110 734 0 1844 1844 0 0 1844 2
"1421" 179900 1968 1968 404 304 0 708 708 708 0 1416 2
"1422" 127500 1977 1977 360 709 0 1069 1069 0 0 1069 2
"1423" 136500 2003 2003 686 162 0 848 848 0 0 848 1
"1424" 274970 1966 1966 0 697 0 697 1575 626 0 2201 2
"1425" 144000 1958 1983 457 193 374 1024 1344 0 0 1344 1
"1426" 142000 1959 1959 0 1252 0 1252 1252 0 0 1252 1
"1427" 271000 1994 1994 1000 223 0 1223 1223 904 0 2127 2
"1428" 140000 1945 1950 580 333 0 913 1048 510 0 1558 1
"1429" 119000 1940 1992 510 278 0 788 804 0 0 804 1
"1430" 182900 1981 1981 678 762 0 1440 1440 0 0 1440 2
"1431" 192140 2005 2005 0 732 0 732 734 1104 0 1838 2
"1432" 143750 1976 1976 958 0 0 958 958 0 0 958 2
"1433" 64500 1927 2007 0 656 0 656 968 0 0 968 2
"1434" 186500 2000 2000 0 936 0 936 962 830 0 1792 2
"1435" 160000 1977 1977 936 190 0 1126 1126 0 0 1126 2
"1436" 174000 1962 2005 0 1319 0 1319 1537 0 0 1537 1
"1437" 120500 1971 1971 616 248 0 864 864 0 0 864 1
"1438" 394617 2008 2008 1336 596 0 1932 1932 0 0 1932 2
"1439" 149700 1957 1996 600 312 0 912 1236 0 0 1236 1
"1440" 197000 1979 1979 315 114 110 539 1040 685 0 1725 2
"1441" 191000 1922 1994 0 588 0 588 1423 748 384 2555 2
"1442" 149300 2004 2004 697 151 0 848 848 0 0 848 1
"1443" 310000 2008 2008 765 252 0 1017 1026 981 0 2007 2
"1444" 121000 1916 1950 0 952 0 952 952 0 0 952 1
"1445" 179600 2004 2004 0 1422 0 1422 1422 0 0 1422 2
"1446" 129000 1966 1966 187 0 627 814 913 0 0 913 1
"1447" 157900 1962 1962 593 595 0 1188 1188 0 0 1188 1
"1448" 240000 1995 1996 1079 141 0 1220 1220 870 0 2090 2
"1449" 112000 1910 2000 0 560 0 560 796 550 0 1346 1
"1450" 92000 1970 1970 553 77 0 630 630 0 0 630 1
"1451" 136000 1974 1974 0 896 0 896 896 896 0 1792 2
"1452" 287090 2008 2009 0 1573 0 1573 1578 0 0 1578 2
"1453" 145000 2005 2005 547 0 0 547 1072 0 0 1072 1
"1454" 84500 2006 2006 0 1140 0 1140 1140 0 0 1140 1
"1455" 185000 2004 2005 410 811 0 1221 1221 0 0 1221 2
"1456" 175000 1999 2000 0 953 0 953 953 694 0 1647 2
"1457" 210000 1978 1988 790 589 163 1542 2073 0 0 2073 2
"1458" 266500 1941 2006 275 877 0 1152 1188 1152 0 2340 2
"1459" 142125 1950 1996 49 0 1029 1078 1078 0 0 1078 1
"1460" 147500 1965 1965 830 136 290 1256 1256 0 0 1256 1
